Niveau_0;Niveau_1;Niveau_2;Niveau_3;Niveau_4;Niveau_5;Niveau_6;Niveau_7;Niveau_8;Niveau_9;"Identifiant";"Type";"Microthésaurus";"Statut";"Définition";"Note d'application";"Synonymes";"Relatifs";"Fiches associées";
"Sciences";;;;;;;;;;"DESC68266";"MT";"";"Standard";"";"";"science";"";"-1";
;"Recherche";;;;;;;;;"DESC68767";"NT";"";"Standard";"";"";"research";"";"-1";
;;"Méthodologie";;;;;;;;"DESC67416";"NT";"";"Standard";"";"";"";"";"-1";
;;"Recherche musicale";;;;;;;;"DESC733819";"NT";"";"Standard";"";"";"";"";"-1";
;;;"GMEB";;;;;;;"DESC153325";"NT";"";"Standard";"";"";"G.M.E.B.;Groupe de musique expérimentale de Bourges";"";"-1";
;"Sciences exactes et appliquées";;;;;;;;;"DESC67633";"NT";"";"Standard";"";"";"";"";"-1";
;;"Archéologie";;;;;;;;"DESC146763";"NT";"";"Standard";"";"";"Archaeology";"";"-1";
;;;"Archéologie musicale";;;;;;;"DESC146812";"NT";"";"Standard";"";"";"Archéo-musicologie;Musical archaeology";"";"-1";
;;;"Fouilles";;;;;;;"DESC154379";"NT";"";"Standard";"";"";"Excavation";"";"-1";
;;"Biologie";;;;;;;;"DESC67170";"NT";"";"Standard";"";"";"Biology";"";"-1";
;;;"Ethologie";;;;;;;"DESC68041";"NT";"";"Standard";"";"";"";"DESC68795";"-1";
;;"Botanique";;;;;;;;"DESC793299";"NT";"";"Standard";"";"";"";"";"-1";
;;"Chimie";;;;;;;;"DESC155467";"NT";"";"Standard";"";"";"Chemistry";"";"-1";
;;;"Chimie minérale";;;;;;;"DESC137827";"NT";"";"Standard";"";"";"Chimie inorganique;Inorganic chemistry;Mineral chemistry";"";"-1";
;;;"Chimie organique";;;;;;;"DESC137834";"NT";"";"Standard";"";"";"Organic chemistry";"";"-1";
;;;"Chromatographie";;;;;;;"DESC137840";"NT";"";"Standard";"";"";"Chromatography";"";"-1";
;;;"Consolidation";;;;;;;"DESC137824";"NT";"";"Standard";"";"";"Consolidant";"";"-1";
;;;"Diffraction";;;;;;;"DESC137841";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Fluorescence";;;;;;;"DESC153201";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Fluorescence X";;;;;;"DESC153200";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Polymère";;;;;;;"DESC150382";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Spectrométrie";;;;;;;"DESC153563";"NT";"";"Standard";"";"";"Spectrometry";"";"-1";
;;"Mathématiques";;;;;;;;"DESC68922";"NT";"";"Standard";"";"";"";"DESC146160";"-1";
;;;"Algorithme";;;;;;;"DESC925790";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Géométrie";;;;;;;"DESC137688";"NT";"";"Standard";"";"";"Geometry";"";"-1";
;;;"Logique";;;;;;;"DESC68043";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Modélisation";;;;;;;"DESC151448";"NT";"";"Standard";"";"";"Modèle";"";"-1";
;;;;"Eléments finis";;;;;;"DESC137783";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Nombre";;;;;;;"DESC67875";"NT";"";"Standard";"";"";"Numérologie";"";"-1";
;;"Physique";;;;;;;;"DESC154410";"NT";"";"Standard";"";"";"Physics";"";"-1";
;;;"Acoustique";;;;;;;"DESC146160";"NT";"";"Standard";"";"";"Acoustics";"DESC68247;DESC68922";"-1";
;;;;"Acoustique des plaques";;;;;;"DESC146161";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Acoustique musicale";;;;;;"DESC137760";"NT";"";"Standard";"";"";"Acoustique instrumentale";"";"-1";
;;;;;"Harmonique";;;;;"DESC153677";"NT";"";"Standard";"";"";"Son harmonique";"";"-1";
;;;;"Acoustique physique";;;;;;"DESC137780";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Acoustique spatiale";;;;;;"DESC67314";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Analyse modale";;;;;;"DESC137772";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Bruit";;;;;;"DESC146163";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Isolation";;;;;"DESC146376";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Electrification";;;;;;"DESC146164";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Electroacoustique (physique)";;;;;;"DESC137763";"NT";"";"Standard";"";"";"Acousmatique;Electro-acoustique";"DESC67175";"-1";
;;;;"Psycho-acoustique";;;;;;"DESC67177";"NT";"";"Standard";"";"";"psychoacoustique";"";"-1";
;;;;"Rayonnement";;;;;;"DESC137767";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Résonance";;;;;;"DESC146167";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Son";;;;;;"DESC68732";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Ecologie du son";;;;;"DESC1055047";"NT";"";"Standard";"";"";"Ecologie sonore";"";"-1";
;;;;;"Son de synthèse";;;;;"DESC68895";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Son numérique";;;;;"DESC68580";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Spatialisation du son";;;;;"DESC67207";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Technique du son";;;;;"DESC68498";"NT";"";"Standard";"";"";"Prise de son";"";"-1";
;;;;"Sonagramme";;;;;;"DESC146169";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Sonorisation";;;;;;"DESC574705";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Téléphone";;;;;;"DESC146171";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Timbre";;;;;;"DESC67592";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Ultrason";;;;;;"DESC146173";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Vibration";;;;;;"DESC146174";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Vibrato";;;;;"DESC150342";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Bidirectional reflectance distribution function";;;;;;;"DESC831741";"NT";"";"Standard";"";"";"BRDF";"";"-1";
;;;"Electricité";;;;;;;"DESC146346";"NT";"";"Standard";"";"";"Electricity";"";"-1";
;;;"Mécanique (physique)";;;;;;;"DESC137696";"NT";"";"Standard";"";"";"Mechanics (physics)";"";"-1";
;;;;"Amortissement";;;;;;"DESC137713";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Comportement (mécanique)";;;;;;"DESC137716";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Mécanique des fluides";;;;;;"DESC137704";"NT";"";"Standard";"";"";"Fluides (mécanique des)";"";"-1";
;;;;"Mécanique du solide";;;;;;"DESC137709";"NT";"";"Standard";"";"";"Solide (mécanique du)";"";"-1";
;;;;"Simulation";;;;;;"DESC137718";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Physique des matériaux";;;;;;;"DESC137722";"NT";"";"Standard";"";"";"Matériaux (physique des)";"";"-1";
;;;;"Elasticité";;;;;;"DESC137740";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Endommagement";;;;;;"DESC137752";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Fente";;;;;"DESC834861";"NT";"";"Standard";"";"";"Crack;Fissure";"";"-1";
;;;;;"Fracture";;;;;"Fracture";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Fatigue";;;;;;"DESC137754";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Matériau composite";;;;;;"DESC137733";"NT";"";"Standard";"";"";"Composite (material);Composite (matériau)";"";"-1";
;;;;"Matériau organique";;;;;;"DESC147204";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Matériau synthétique";;;;;;"DESC141195";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Celluloïd";;;;;"DESC733099";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Polyester";;;;;"DESC152834";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Plasticité";;;;;;"DESC137743";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Vieillissement";;;;;;"DESC151305";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Viscosité";;;;;;"DESC137737";"NT";"";"Standard";"";"";"";"";"-1";
;;"Systémique";;;;;;;;"DESC68037";"NT";"";"Standard";"";"";"";"";"-1";
;;"Technologie";;;;;;;;"DESC67637";"NT";"";"Standard";"";"";"Technologies;Technology";"";"-1";
;;;"Invention (Technologie)";;;;;;;"DESC148740";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Brevet d'invention";;;;;;"DESC148773";"NT";"";"Standard";"";"";"Patent";"";"-1";
;;;"Prototype";;;;;;;"DESC142912";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Technologie de pointe";;;;;;;"DESC148743";"NT";"";"Standard";"";"";"";"DESC67534";"-1";
;;;;"Electronique";;;;;;"DESC139785";"NT";"";"Standard";"";"";"Electronics";"";"-1";
;;;;;"Audion";;;;;"DESC139794";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Triode";;;;;"DESC139792";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Laser";;;;;;"DESC146730";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Numérisation";;;;;;"DESC143136";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Scanner";;;;;"DESC143135";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Technologies numériques";;;;;;;"DESC67534";"NT";"";"Standard";"";"";"Nouvelles technologies";"DESC148743";"-1";
;;;;"Dispositif électro-acoustique";;;;;;"DESC68878";"NT";"";"Standard";"";"";"D.E.A.;DEA";"";"-1";
;;;;"Informatique";;;;;;"DESC68711";"NT";"";"Standard";"";"";"réseau informatique;système expert";"DESC67192";"-1";
;;;;;"Informatisation";;;;;"DESC67476";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Intelligence artificielle";;;;;"DESC1153788";"NT";"";"Standard";"";"";"IA";"";"-1";
;;;;;"Langage informatique";;;;;"DESC1032822";"NT";"";"Standard";"";"";"Langage de balisage;Langage de programmation";"";"-1";
;;;;;;"HTML5";;;;"DESC1032824";"NT";"";"Standard";"";"";"HTML 5";"";"-1";
;;;;;"Logiciel";;;;;"DESC136967";"NT";"";"Standard";"";"";"Application mobile;Application numérique;Programme informatique;Software";"";"-1";
;;;;;;"Adobe Shockwave";;;;"DESC1032826";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;"Jeux vidéo";;;;"DESC1067506";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Ordinateur";;;;;"DESC148751";"NT";"";"Standard";"";"";"Computer";"DESC68917";"-1";
;;;;;"Réalité virtuelle";;;;;"DESC1153789";"NT";"";"Standard";"";"";"Réalité augmentée;VR (Virtual reality)";"";"-1";
;;;;;"Télématique";;;;;"DESC148753";"NT";"";"Standard";"";"";"Telematics";"";"-1";
;;;;;"Web de données";;;;;"DESC1061032";"NT";"";"Standard";"";"";"Web sémantique";"";"-1";
;;;;"Multimedia";;;;;;"DESC67240";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Cederom";;;;;"DESC144041";"NT";"";"Standard";"";"";"CD-ROM";"";"-1";
;;;;"Musique informatique";;;;;;"DESC68917";"NT";"";"Standard";"";"";"informatique musicale;Musique et informatique;musique par ordinateur";"DESC68350;DESC148751";"-1";
;;;;;"Echantillonneur";;;;;"DESC67726";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Instruments MIDI";;;;;"DESC1156164";"NT";"";"Standard";"";"";"Instruments MIDI (famille des)";"";"-1";
;;;;;;"Instrument MIDI";;;;"DESC147657";"NT";"";"Standard";"";"";"MIDI";"";"-1";
;;;;;;;"Violon MIDI";;;"DESC147722";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Logiciel de création";;;;;"DESC67191";"NT";"";"Standard";"";"";"";"DESC67198";"-1";
;;;;;"Musique assistée par ordinateur";;;;;"DESC68111";"NT";"";"Standard";"";"";"MAO";"";"-1";
;;;;;"Séquenceur";;;;;"DESC68882";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Robotique";;;;;;"DESC798868";"NT";"";"Standard";"";"";"Robot";"";"-1";
;"Sciences humaines et sociales";;;;;;;;;"DESC67625";"NT";"";"Standard";"";"";"Sciences sociales";"";"-1";
;;"Anthropologie";;;;;;;;"DESC68745";"NT";"";"Standard";"";"";"anthopology";"";"-1";
;;;"Rite";;;;;;;"DESC154619";"NT";"";"Standard";"";"";"Magie;Possession;Pratique initiatique";"DESC68161";"-1";
;;;;"Astrologie";;;;;;"DESC153261";"NT";"";"Standard";"";"";"Astrology";"";"-1";
;;;;"Candomblé";;;;;;"DESC136889";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Chamanisme";;;;;;"DESC878521";"NT";"";"Standard";"";"";"Chamane;Shaman;Shamanism";"";"-1";
;;;;"Transe";;;;;;"DESC151075";"NT";"";"Standard";"";"";"Trance";"";"-1";
;;"Archéologie";;;;;;;;"DESC146763";"NT";"";"Standard";"";"";"Archaeology";"";"-1";
;;;"Archéologie musicale";;;;;;;"DESC146812";"NT";"";"Standard";"";"";"Archéo-musicologie;Musical archaeology";"";"-1";
;;;"Fouilles";;;;;;;"DESC154379";"NT";"";"Standard";"";"";"Excavation";"";"-1";
;;"Communication";;;;;;;;"DESC68690";"NT";"";"Standard";"";"";"communication de masse;communication écrite";"DESC68828";"-1";
;;;"Communication non verbale";;;;;;;"DESC68796";"NT";"";"Standard";"";"";"expression non verbale;paralangage";"";"-1";
;;;"Communication verbale";;;;;;;"DESC67323";"NT";"";"Standard";"";"";"communication orale;expression verbale";"";"-1";
;;;"Médias";;;;;;;"DESC67598";"NT";"";"Standard";"";"";"mass media;média";"";"-1";
;;;;"Internet";;;;;;"DESC67477";"NT";"";"Standard";"";"";"Web";"";"-1";
;;;;;"Musique sur Internet";;;;;"DESC1036354";"NT";"";"Standard";"";"";"Ecoute de musique à la demande;Musique en ligne;Musique sur le Net;Sites musicaux sur Internet;Sites Web musicaux;Streaming (musique);Streaming musical;Téléchargement de musique";"";"-1";
;;;;;"Réseaux sociaux";;;;;"DESC1005791";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Web de données";;;;;"DESC1061032";"NT";"";"Standard";"";"";"Web sémantique";"";"-1";
;;;;"Presse (information)";;;;;;"DESC67667";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Radio (media)";;;;;;"DESC154570";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Oeuvre radiophonique";;;;;"DESC800883";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Publicité";;;;;;;"DESC154572";"NT";"";"Standard";"";"";"Advertising";"";"-1";
;;;;"Enseigne";;;;;;"DESC137081";"NT";"";"Standard";"";"";"";"";"-1";
;;"Développement de la personne";;;;;;;;"DESC68820";"NT";"";"Standard";"";"";"développement physique";"DESC68719;DESC68828";"-1";
;;;"Développement cognitif";;;;;;;"DESC68858";"NT";"";"Standard";"";"";"";"DESC68812";"-1";
;;;;"Comportement";;;;;;"DESC68795";"NT";"";"Standard";"";"";"";"DESC68041";"-1";
;;;;"Concentration";;;;;;"DESC67155";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Intelligence";;;;;;"DESC67679";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Mémoire";;;;;;"DESC68811";"NT";"";"Standard";"";"";"mémoire tactile;mémoire visuelle";"";"-1";
;;;"Développement de l'enfant";;;;;;;"DESC67440";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Jeu";;;;;;"DESC68780";"NT";"";"Standard";"";"";"jeu de relai;jeu libre";"DESC68853";"-1";
;;;;;"Jeu interactif";;;;;"DESC1120555";"NT";"";"Standard";"";"";"Jeu (application numérique);Jeu multimédia";"DESC68506";"-1";
;;;;"Musicalité";;;;;;"DESC67473";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Développement sensori-moteur";;;;;;;"DESC68816";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Motricité";;;;;;;"DESC67153";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Psychomotricité";;;;;;"DESC68809";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Sexualité";;;;;;;"DESC68806";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Pornographie";;;;;;"DESC744012";"NT";"";"Standard";"";"";"";"";"-1";
;;"Ethnologie";;;;;;;;"DESC68747";"NT";"";"Standard";"";"";"ethnology";"DESC144445";"-1";
;;;"Peuple";;;;;;;"DESC139604";"NT";"";"Standard";"";"";"People";"";"-1";
;;;;"Aborigène";;;;;;"DESC148516";"NT";"";"Standard";"";"";"Aborigine";"";"-1";
;;;;;"Warlpiri";;;;;"DESC1137806";"NT";"";"Standard";"";"";"Yapa";"";"-1";
;;;;"Adouma";;;;;;"DESC919842";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Aïnou";;;;;;"DESC145414";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Aka";;;;;;"DESC902408";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Akamba";;;;;;"DESC147739";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Akan";;;;;;"DESC149695";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Amakhuwa";;;;;;"DESC1161207";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Amerindien";;;;;;"DESC151089";"NT";"";"Standard";"";"";"Indien d'Amérique";"";"-1";
;;;;;"Apache";;;;;"DESC151090";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Blackfoot";;;;;"DESC1151089";"NT";"";"Standard";"";"";"Pied-noir;Pieds-noirs";"";"-1";
;;;;;"Cris";;;;;"DESC1152646";"NT";"";"Standard";"";"";"Cree;Eenou;Eeyou";"";"-1";
;;;;;"Hopi";;;;;"DESC144076";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Inca";;;;;"DESC151091";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Mi'kmaw";;;;;"DESC1152644";"NT";"";"Standard";"";"";"Micmac;Micmacs;Mi'kmaq";"";"-1";
;;;;;"Navajo";;;;;"DESC927363";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Nootka";;;;;"DESC140246";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Pueblo";;;;;"DESC144279";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Quileute";;;;;"DESC140241";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Secwepemc";;;;;"DESC834783";"NT";"";"Standard";"";"";"Shuswap";"";"-1";
;;;;"Anlo-ewe";;;;;;"DESC146990";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"'Aré'aré";;;;;;"DESC1151270";"NT";"";"Standard";"";"";"Areare;Are'are";"";"-1";
;;;;"Ashanti";;;;;;"DESC149644";"NT";"";"Standard";"";"";"Asante";"";"-1";
;;;;"Asurini";;;;;;"DESC1151268";"NT";"";"Standard";"";"";"Akuawa-Asurini;Akwaya;Assurini;Hurini;Surini;Urini";"";"-1";
;;;;"Azteque";;;;;;"DESC140236";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Babembe";;;;;;"DESC884496";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Baganda";;;;;;"DESC153659";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Baloutche";;;;;;"DESC138626";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Bamoum";;;;;;"DESC927613";"NT";"";"Standard";"";"";"Bamum";"";"-1";
;;;;"Banda";;;;;;"DESC141633";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Banmana";;;;;;"DESC927443";"NT";"";"Standard";"";"";"Bamanan;Bambara";"";"-1";
;;;;"Bantou";;;;;;"DESC884491";"NT";"";"Standard";"";"";"Bantu";"DESC1151269";"-1";
;;;;;"Bagisu";;;;;"DESC1137824";"NT";"";"Standard";"";"";"Bagishu;Gishu;Gisu;Masaba;Sokwia";"";"-1";
;;;;;"Luvale";;;;;"DESC1134048";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Shona";;;;;"DESC1134049";"NT";"";"Standard";"";"";"Chona";"";"-1";
;;;;;;"Ndau";;;;"DESC1152294";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Baoule";;;;;;"DESC145404";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Bapende";;;;;;"DESC884498";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Bariba";;;;;;"DESC145395";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Bassari";;;;;;"DESC137078";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Bateke";;;;;;"DESC151435";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Bedik";;;;;;"DESC138072";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Berbère";;;;;;"DESC154037";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Kabyle";;;;;"DESC154038";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Bobo";;;;;;"DESC927440";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Bochiman";;;;;;"DESC927439";"NT";"";"Standard";"";"";"Bushmen;Droukpa;San";"";"-1";
;;;;"Boin";;;;;;"DESC138074";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Bororo";;;;;;"DESC144987";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Bozo";;;;;;"DESC1045287";"NT";"";"Standard";"";"";"Sorko";"";"-1";
;;;;"Cajun";;;;;;"DESC151012";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Celte";;;;;;"DESC153991";"NT";"";"Standard";"";"";"Celtique";"DESC149789";"-1";
;;;;"Cham";;;;;;"DESC149663";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Chewa";;;;;;"DESC1033782";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Chicano";;;;;;"DESC68492";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Chin";;;;;;"DESC886552";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Chopi";;;;;;"DESC151291";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Coniagui";;;;;;"DESC138077";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Cuna";;;;;;"DESC1151267";"NT";"";"Standard";"";"";"Guna;Kuna";"";"-1";
;;;;"Dagara";;;;;;"DESC945468";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Dagomba";;;;;;"DESC1151930";"NT";"";"Standard";"";"";"Dagbamba;Dagbane;Dagbani;Ngwana";"";"-1";
;;;;"Dan";;;;;;"DESC726324";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Dayak";;;;;;"DESC148776";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Ding";;;;;;"DESC1151269";"NT";"";"Standard";"";"";"Dinga";"DESC884491";"-1";
;;;;"Diola";;;;;;"DESC927633";"NT";"";"Standard";"";"";"Joola";"";"-1";
;;;;"Djimini";;;;;;"DESC1151266";"NT";"";"Standard";"";"";"Dyimini";"";"-1";
;;;;"Dogon";;;;;;"DESC138360";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Dogrib";;;;;;"DESC1154934";"NT";"";"Standard";"";"";"Déné;Tlicho";"";"-1";
;;;;"Edo";;;;;;"DESC138059";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Etrusque";;;;;;"DESC138438";"NT";"";"Standard";"";"";"Etruscan";"";"-1";
;;;;"Ewondo";;;;;;"DESC147938";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Fang";;;;;;"DESC139141";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Flathead";;;;;;"DESC813118";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Fon";;;;;;"DESC927456";"NT";"";"Standard";"";"";"Dahomey";"";"-1";
;;;;"Garifuna";;;;;;"DESC908660";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Gbaya";;;;;;"DESC137103";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Gnawa";;;;;;"DESC804221";"NT";"";"Standard";"";"";"Gnaoua;Gnaouas;Gnawas";"";"-1";
;;;;"Goin";;;;;;"DESC1136268";"NT";"";"Standard";"";"";"Cerma;Cerman;Ciramba;Gé;Goins;Gouin;Gouine;Guen;Guin;Gwe;Gwen;Gwi;Gwin;Gwis;Kirma;Kpen;Mbouin;Mbwe";"";"-1";
;;;;"Goudour";;;;;;"DESC834601";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Gouro";;;;;;"DESC1045392";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Haïda";;;;;;"DESC1140595";"NT";"";"Standard";"";"";"Haida;Kaigani";"";"-1";
;;;;"Hawsa";;;;;;"DESC140230";"NT";"";"Standard";"";"";"Haoussa;Hausa";"";"-1";
;;;;"Hittite";;;;;;"DESC141312";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Hmong";;;;;;"DESC148542";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Ho";;;;;;"DESC147263";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Iatmul";;;;;;"DESC146106";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Igbo";;;;;;"DESC148180";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Inuit";;;;;;"DESC154583";"NT";"";"Standard";"";"";"Esquimau";"";"-1";
;;;;"Iroquois";;;;;;"DESC1106393";"NT";"";"Standard";"";"";"Cinq Cantons;Cinq-Nations;Haudenosaunee";"";"-1";
;;;;"Itcha";;;;;;"DESC145763";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Jalq'a";;;;;;"DESC140276";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Jarai";;;;;;"DESC1150937";"NT";"";"Standard";"";"";"Cho Ray;Gio Ray;Jaraï;Jarais;Nguoi Gia Rai";"";"-1";
;;;;"Jivaro";;;;;;"DESC1112326";"NT";"";"Standard";"";"";"Chiwano;Givari;Givaro;Jibaro";"";"-1";
;;;;"Juif";;;;;;"DESC151499";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Ashkenaze";;;;;"DESC146115";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Falasha";;;;;"DESC146085";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Sépharade";;;;;"DESC151501";"NT";"";"Standard";"";"";"Séfarade";"DESC139127";"-1";
;;;;"Kaluli";;;;;;"DESC933880";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Kamayura";;;;;;"DESC153651";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Kanak";;;;;;"DESC1142072";"NT";"";"Standard";"";"";"Canaque";"";"-1";
;;;;"Karakalpak";;;;;;"DESC902866";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Karen";;;;;;"DESC1020945";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Karimojong";;;;;;"DESC151151";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Kassite";;;;;;"DESC1091422";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Kayapo";;;;;;"DESC1151088";"NT";"";"Standard";"";"";"Kaiapo";"";"-1";
;;;;"Kazakh";;;;;;"DESC902867";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Kélé";;;;;;"DESC919834";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Khmer";;;;;;"DESC140272";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Kichwa";;;;;;"DESC1152252";"NT";"";"Standard";"";"";"Kichwas";"";"-1";
;;;;"Kiganda";;;;;;"DESC149704";"NT";"";"Standard";"";"";"";"";"-1";
